승차지역,동구 원동,동구 인동,동구 효동,동구 천동,동구 가오동,동구 신흥동,동구 판암동,동구 삼정동,동구 용운동,동구 대동,동구 자양동,동구 신안동,동구 소제동,동구 가양동,동구 용전동,동구 성남동,동구 홍도동,동구 삼성동,동구 정동,동구 중동,동구 추동,동구 비룡동,동구 주산동,동구 용계동,동구 마산동,동구 효평동,동구 직동,동구 세천동,동구 신상동,동구 신하동,동구 신촌동,동구 사성동,동구 내탑동,동구 오동,동구 주촌동,동구 낭월동,동구 대별동,동구 이사동,동구 대성동,동구 장척동,동구 소호동,동구 구도동,동구 삼괴동,동구 상소동,동구 하소동,중구 은행동,중구 선화동,중구 목동,중구 중촌동,중구 대흥동,중구 문창동,중구 석교동,중구 호동,중구 옥계동,중구 대사동,중구 부사동,중구 용두동,중구 오류동,중구 태평동,중구 유천동,중구 문화동,중구 산성동,중구 사정동,중구 안영동,중구 무수동,중구 구완동,중구 침산동,중구 목달동,중구 정생동,중구 어남동,중구 금동,서구 복수동,서구 변동,서구 도마동,서구 정림동,서구 용문동,서구 탄방동,서구 괴정동,서구 가장동,서구 내동,서구 갈마동,서구 둔산동,서구 월평동,서구 가수원동,서구 도안동,서구 관저동,서구 흑석동,서구 매노동,서구 산직동,서구 장안동,서구 평촌동,서구 오동,서구 우명동,서구 원정동,서구 용촌동,서구 봉곡동,서구 괴곡동,서구 만년동,유성구 원내동,유성구 교촌동,유성구 대정동,유성구 용계동,유성구 학하동,유성구 계산동,유성구 성북동,유성구 세동,유성구 송정동,유성구 방동,유성구 봉명동,유성구 구암동,유성구 덕명동,유성구 원신흥동,유성구 상대동,유성구 복용동,유성구 장대동,유성구 갑동,유성구 노은동,유성구 지족동,유성구 죽동,유성구 궁동,유성구 어은동,유성구 구성동,유성구 신성동,유성구 가정동,유성구 도룡동,유성구 장동,유성구 방현동,유성구 화암동,유성구 덕진동,유성구 하기동,유성구 추목동,유성구 자운동,유성구 신봉동,유성구 수남동,유성구 안산동,유성구 외삼동,유성구 반석동,유성구 문지동,유성구 전민동,유성구 원촌동,유성구 탑립동,유성구 용산동,유성구 봉산동,유성구 관평동,유성구 송강동,유성구 금고동,유성구 대동,유성구 금탄동,유성구 신동,유성구 둔곡동,유성구 구룡동,대덕구 오정동,대덕구 대화동,대덕구 읍내동,대덕구 연축동,대덕구 신대동,대덕구 와동,대덕구 송촌동,대덕구 법동,대덕구 중리동,대덕구 비래동,대덕구 석봉동,대덕구 목상동,대덕구 문평동,대덕구 신일동,대덕구 덕암동,대덕구 상서동,대덕구 평촌동,대덕구 장동,대덕구 용호동,대덕구 이현동,대덕구 갈전동,대덕구 부수동,대덕구 황호동,대덕구 삼정동,대덕구 미호동,대덕구 신탄진동
동구 원동,40,95,28,60,85,18,173,3,177,154,160,9,31,211,117,105,53,134,26,22,2,2,0,0,0,1,1,4,3,0,0,0,0,0,0,32,3,9,29,1,1,5,1,1,2,60,147,23,101,246,96,0,18,29,121,0,0,54,35,46,97,42,7,1,0,0,0,0,0,0,0,20,13,48,13,12,50,19,11,10,28,85,26,8,7,15,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0,0,1,0,0,0,0,23,3,4,1,4,2,9,0,10,3,3,4,1,3,2,0,15,2,0,0,0,1,0,1,2,0,0,0,0,0,6,1,0,2,1,5,4,0,0,0,0,0,0,87,19,11,3,3,2,40,32,51,39,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,5
동구 인동,94,247,35,79,387,52,282,2,250,167,167,31,70,270,139,70,70,63,119,104,1,1,2,0,0,0,0,4,2,0,0,1,0,0,0,42,22,0,44,0,0,6,0,0,3,192,159,14,50,499,68,0,21,38,169,0,0,101,35,78,132,41,6,9,1,0,0,0,0,0,0,12,24,30,19,44,142,40,8,19,52,244,49,9,4,52,0,0,0,0,0,0,0,0,0,0,0,12,5,0,1,1,0,0,0,0,0,0,41,11,0,7,2,2,7,0,11,11,2,8,1,3,1,7,9,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,2,9,3,10,2,0,0,0,1,0,0,83,24,9,1,5,1,75,49,91,62,11,1,0,1,1,1,1,0,0,0,0,0,0,0,0,19
동구 효동,43,22,34,31,207,18,106,2,124,90,48,5,14,92,37,37,27,21,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,2,31,0,0,4,0,0,0,65,38,13,11,161,33,0,17,31,39,0,0,38,17,27,43,12,9,1,0,0,0,0,0,0,0,8,3,11,3,8,25,19,4,1,18,66,25,3,3,11,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,9,1,0,2,1,2,1,0,0,5,1,3,0,10,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,13,2,0,2,2,2,0,0,0,0,0,0,0,60,16,1,0,0,1,28,13,20,26,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2
동구 천동,61,63,21,47,516,25,213,7,108,91,77,11,87,171,90,49,19,39,54,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,8,1,78,0,0,7,0,0,1,144,88,15,25,294,65,0,20,47,76,0,0,63,23,26,60,16,1,2,0,0,0,0,0,0,0,5,4,16,18,9,73,30,4,4,28,114,18,6,4,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,14,2,1,2,0,0,3,0,0,6,1,1,0,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,6,2,3,2,0,0,0,0,0,0,5,24,4,7,0,2,2,27,13,42,25,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0
동구 가오동,104,286,206,580,314,207,1246,14,809,370,259,32,227,410,236,140,114,108,215,122,2,11,1,0,1,0,0,14,1,2,1,0,0,0,0,803,88,23,335,0,1,60,5,12,12,300,203,44,63,675,377,0,106,330,205,0,0,158,54,129,226,64,18,13,0,0,0,1,0,0,0,39,23,76,19,56,150,88,37,32,128,370,81,28,22,88,0,0,0,0,0,0,0,0,0,0,0,30,12,1,2,0,1,5,0,0,0,0,76,11,2,16,13,4,15,0,5,13,7,8,5,0,2,1,23,2,0,0,0,4,0,0,1,0,0,0,8,3,19,0,1,3,4,21,2,0,0,0,0,0,0,155,23,23,2,2,3,105,64,144,113,5,2,1,4,9,1,1,0,0,0,0,0,0,0,1,16
동구 신흥동,39,36,15,56,288,34,185,2,196,85,109,5,74,194,69,48,30,43,24,28,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,3,0,29,0,0,2,0,0,0,74,60,12,30,211,58,0,12,13,84,0,0,51,15,24,56,11,2,2,0,0,0,0,0,0,0,15,9,25,9,17,24,15,7,5,22,105,17,4,3,13,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,15,3,0,2,0,0,5,0,2,1,1,6,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,3,0,25,8,5,1,3,3,42,22,55,51,2,0,0,1,1,4,1,0,0,0,0,0,0,0,0,1
동구 판암동,123,182,85,240,1401,154,711,30,1035,425,350,29,235,453,320,178,115,103,90,188,22,25,3,0,5,0,0,53,7,10,3,0,0,0,0,205,39,5,178,0,0,24,1,1,0,239,175,47,78,742,180,0,62,115,250,0,0,112,43,111,168,53,8,5,0,0,0,0,0,0,0,19,24,59,27,51,119,51,14,21,72,330,71,30,16,56,1,0,0,0,0,0,0,0,0,0,2,24,2,3,4,2,2,0,0,0,0,0,68,7,4,5,3,1,12,2,2,8,0,9,5,0,2,0,7,3,0,0,0,2,0,0,1,0,0,0,6,5,11,1,4,13,16,10,9,0,0,0,0,0,0,144,24,31,2,1,5,167,64,166,151,6,5,3,8,6,3,5,1,0,1,0,0,0,1,0,11
동구 삼정동,2,0,0,1,9,1,13,25,3,5,6,0,3,7,1,1,0,5,4,1,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
동구 용운동,110,157,113,143,872,140,833,16,1800,812,1000,28,1341,861,1543,257,181,179,121,256,1,5,0,0,0,0,0,12,2,2,2,0,0,0,0,88,14,0,110,0,0,19,1,0,0,805,293,55,100,1083,143,0,32,56,222,0,0,247,60,123,154,37,8,7,0,0,0,0,0,0,0,39,20,67,36,54,189,95,19,50,129,618,101,20,17,55,0,0,0,0,0,0,0,0,0,0,0,26,11,1,6,2,4,0,0,0,0,0,76,5,6,9,11,3,11,0,27,13,4,24,13,2,8,3,15,7,0,2,0,2,1,0,1,0,0,1,4,6,28,4,2,10,2,42,10,0,0,0,0,0,0,132,54,24,3,8,3,377,208,216,404,15,1,2,7,4,6,1,1,0,0,0,0,0,0,0,11
동구 대동,169,156,59,146,453,77,512,5,1060,319,561,28,398,970,627,263,195,199,86,129,1,2,0,0,0,0,0,6,0,1,0,0,0,0,0,70,9,0,86,0,0,5,2,0,0,509,334,57,131,943,161,0,50,65,167,0,0,161,73,97,158,56,22,2,0,0,0,0,0,0,0,25,16,57,16,47,166,72,16,39,118,459,94,25,16,58,0,0,0,1,0,0,0,0,0,0,1,37,7,0,4,8,1,1,0,0,0,0,73,7,12,7,10,3,12,0,2,14,4,14,9,0,2,2,7,5,0,0,0,2,0,0,6,0,2,0,2,12,22,1,5,6,6,25,5,0,0,0,0,0,0,139,29,29,2,4,3,227,108,202,216,16,3,6,2,9,16,2,0,0,0,0,0,0,0,0,12
동구 자양동,96,81,40,77,310,90,269,5,1061,464,699,67,1381,1320,2161,277,221,346,119,213,3,4,1,0,1,1,0,6,1,1,1,0,0,0,0,34,8,0,56,0,0,10,0,2,0,793,301,47,121,1046,60,0,15,36,101,0,0,290,73,126,150,36,9,3,0,0,0,0,0,0,0,41,36,107,14,55,188,112,12,35,142,737,128,23,16,97,0,0,0,0,0,0,0,0,0,0,1,54,7,6,12,5,0,2,0,0,0,0,84,10,7,10,15,1,25,1,8,17,12,39,10,3,15,4,15,11,0,2,1,8,0,0,1,0,0,0,8,4,38,1,3,11,10,33,26,0,0,0,0,0,0,213,110,23,7,9,3,407,216,299,342,10,4,12,18,14,4,8,0,1,0,0,0,0,0,0,20
동구 신안동,15,23,15,33,43,15,64,0,91,40,71,15,21,78,40,21,16,23,14,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,57,36,8,19,146,29,0,2,4,38,0,0,64,14,16,33,5,3,3,0,0,0,0,0,0,0,8,6,14,2,9,39,9,4,6,23,62,12,3,9,23,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,7,1,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,3,0,0,0,0,0,0,0,19,2,3,2,0,0,14,12,29,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4
동구 소제동,21,41,19,74,167,49,127,1,837,194,714,15,100,826,373,149,147,59,16,62,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,22,4,2,52,0,0,7,0,1,1,184,101,20,34,236,46,0,11,4,55,0,0,55,25,23,54,12,4,0,0,0,0,0,0,0,0,20,5,29,8,14,45,30,3,7,55,223,41,12,14,51,0,0,0,0,0,0,0,0,0,0,0,32,5,1,0,0,2,2,0,0,0,0,64,5,6,13,5,1,4,5,4,9,8,21,28,19,15,7,54,6,0,3,1,2,0,0,1,0,1,0,2,24,40,8,9,15,5,43,6,0,0,0,2,0,0,82,11,11,16,11,5,195,188,172,108,5,1,2,4,4,3,5,1,0,0,0,0,0,0,0,8
동구 가양동,120,170,73,161,438,149,458,12,1216,921,1562,95,1928,2651,4030,768,699,693,214,491,9,7,5,0,1,0,0,5,6,4,1,0,0,0,0,74,14,1,81,0,0,9,1,2,2,1311,661,150,287,1263,160,0,17,59,322,0,0,434,202,222,330,88,29,8,0,0,0,0,0,0,0,84,81,154,51,163,465,242,59,74,298,1266,222,43,52,156,0,0,0,0,0,0,1,0,0,0,2,91,20,5,7,9,6,4,0,0,0,0,220,20,17,47,32,2,54,1,27,38,11,51,17,12,16,3,88,22,0,14,0,12,1,0,2,0,0,0,14,37,52,6,15,33,30,105,38,0,0,0,1,0,1,598,214,105,9,30,29,1490,647,1152,1306,40,25,12,26,36,33,9,3,0,0,0,0,0,0,0,69
동구 용전동,126,177,49,160,326,96,507,7,1316,507,1699,72,1955,2968,2217,784,1327,764,376,384,2,1,1,0,0,0,0,6,1,1,1,1,0,0,0,72,15,2,81,1,0,45,2,1,2,1099,1031,297,517,1175,181,0,19,69,312,0,0,562,404,333,449,177,50,26,0,0,0,0,0,0,0,176,164,339,78,365,900,486,112,187,782,2494,575,92,122,227,0,0,0,0,0,0,0,0,1,0,4,236,44,4,31,27,3,8,1,0,0,1,510,72,24,80,43,9,76,4,39,82,28,173,82,26,73,16,142,52,0,6,0,47,0,8,7,1,1,0,41,54,215,22,35,68,42,207,62,0,0,0,0,0,0,1506,694,317,47,85,65,2432,1511,2665,1186,99,75,69,85,84,48,47,8,0,1,0,0,0,1,1,186
동구 성남동,45,73,26,59,120,50,198,2,344,294,527,31,338,1172,642,271,289,185,79,140,1,0,0,0,0,1,0,3,2,4,0,1,0,0,0,25,5,0,15,0,0,22,1,0,3,272,259,85,175,328,49,0,9,25,88,0,0,129,78,71,110,41,11,2,0,0,0,0,0,0,0,47,54,76,18,66,244,98,24,27,121,453,127,17,17,38,0,0,0,1,0,0,0,0,0,0,2,39,5,2,7,3,0,3,0,0,0,0,91,7,9,13,11,3,10,0,6,20,8,21,6,6,7,1,22,16,0,0,0,5,0,0,1,0,0,0,8,13,13,2,4,27,7,29,12,0,0,0,0,0,0,301,64,54,23,15,9,597,265,510,386,15,5,6,3,11,9,3,2,0,0,0,0,0,0,0,38
동구 홍도동,34,49,20,31,124,48,132,3,211,211,315,28,376,1107,1045,406,345,340,233,140,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,57,6,0,25,0,0,11,1,0,2,385,420,232,303,463,55,0,21,18,114,0,0,257,229,180,150,97,19,5,0,0,0,0,0,0,0,67,70,116,30,143,477,178,56,62,282,1105,264,28,33,84,0,0,0,0,0,0,0,0,0,0,1,69,12,5,8,5,5,1,0,0,0,0,233,12,15,54,25,3,40,0,20,36,18,65,17,8,8,5,40,24,0,0,1,7,1,1,3,0,0,0,14,20,99,6,5,22,21,56,22,0,0,0,0,0,0,831,241,132,11,23,34,686,416,991,300,39,23,29,27,26,5,5,2,0,0,0,0,0,1,0,45
동구 삼성동,109,73,30,30,103,51,142,6,187,221,404,24,83,789,631,383,383,427,337,230,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,45,7,0,34,0,0,1,0,1,0,529,538,240,377,648,91,0,11,26,203,0,0,320,175,180,274,52,6,13,0,0,0,0,0,0,0,50,63,164,36,131,482,177,53,55,228,1051,210,30,16,75,0,0,0,0,0,0,0,0,0,0,0,77,7,3,5,4,1,3,0,0,0,0,134,18,4,59,9,2,32,1,32,28,8,39,16,4,9,7,45,10,0,0,2,9,0,2,0,0,0,0,10,9,23,4,3,18,10,17,15,0,0,0,0,0,0,487,137,70,10,7,7,297,164,386,214,10,12,16,12,12,17,7,2,0,0,0,0,0,0,0,16
동구 정동,37,140,75,103,187,62,192,6,568,187,452,17,29,1329,763,391,368,347,175,51,1,4,0,0,1,0,0,4,4,6,1,0,0,0,0,108,24,2,92,0,0,6,1,3,2,239,730,324,383,1086,226,0,34,67,544,0,0,683,449,356,703,191,63,23,1,0,1,0,0,0,1,305,158,547,145,222,832,409,144,232,729,3058,662,155,236,627,1,0,1,0,1,1,0,0,0,0,3,480,60,15,30,40,4,27,0,0,1,0,756,41,47,181,95,17,150,24,71,150,154,334,692,245,291,135,608,159,4,81,19,35,18,26,39,11,0,0,44,273,567,71,84,171,59,320,78,0,1,0,1,2,2,677,235,85,43,14,14,277,293,408,148,56,26,24,39,25,18,22,5,0,0,0,0,0,0,1,65
동구 중동,22,86,40,61,99,40,193,2,300,183,262,19,51,575,349,276,196,372,35,143,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,64,10,2,52,0,0,6,0,1,2,101,605,146,225,440,117,0,11,70,176,0,0,261,150,169,278,97,19,8,0,0,0,1,0,1,0,61,55,162,41,91,215,92,37,78,223,498,134,59,40,120,2,0,2,0,1,0,0,0,0,0,0,67,13,4,1,8,0,5,0,0,0,0,120,17,12,24,18,0,24,5,10,16,27,55,55,21,33,8,66,17,0,8,0,12,3,2,4,1,1,0,4,25,53,14,7,19,14,62,17,0,0,0,0,0,0,334,66,25,3,8,4,110,113,176,81,14,5,6,5,11,8,10,1,0,0,0,0,0,0,0,21
동구 추동,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 비룡동,1,0,0,0,3,0,4,0,1,1,1,0,0,2,2,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 주산동,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 마산동,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 효평동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
동구 직동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
동구 세천동,0,0,0,4,2,0,11,1,3,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 신상동,0,0,0,0,2,0,0,0,1,1,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 신하동,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
